## 1
## 마릴린 먼로의 매력적인 자태가 디자인된 단일브랜드 세트인 ‘샤워메이트 바디세트’도 선보인다.
## <마릴린 먼로:PER>의 매력적인 자태가 디자인된 단일브랜드 세트인 ‘<샤워메이트 바디세트:POH>’도 선보인다.
마릴린	마릴린	NNP	B-PER
_	_	_	I-PER
먼로	먼로	NNP	I-PER
의	의	JKG	O
_	_	_	O
매력적	매력적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
자태	자태	NNG	O
가	가	JKS	O
_	_	_	O
디자인	디자인	NNG	O
된	되+ㄴ	XSV+ETM	O
_	_	_	O
단일	단일	NNG	O
브랜드	브랜드	NNG	O
_	_	_	O
세트	세트	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
샤워	샤워	NNG	B-POH
메이트	메이트	NNG	I-POH
_	_	_	I-POH
바디	바디	NNG	I-POH
세트	세트	NNG	I-POH
’	’	SS	O
도	도	JX	O
_	_	_	O
선보인다	선보이+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 제주공항 운항중단 끝, 드디어 첫 항공기 이륙…남는 자리에 대기차 탑승
## <제주공항:ORG> 운항중단 끝, 드디어 첫 항공기 이륙…남는 자리에 대기차 탑승
제주	제주	NNP	B-ORG
공항	공항	NNG	I-ORG
_	_	_	O
운항	운항	NNG	O
중단	중단	NNG	O
_	_	_	O
끝	끝	NNG	O
,	,	SP	O
_	_	_	O
드디어	드디어	MAG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
항공기	항공기	NNG	O
_	_	_	O
이륙	이륙	NNG	O
…	…	SE	O
남	남	VV	O
는	는	ETM	O
_	_	_	O
자리	자리	NNG	O
에	에	JKB	O
_	_	_	O
대기차	대기차	NNG	O
_	_	_	O
탑승	탑승	NNG	O

## 3
## 도축장으로 실려가던 돼지 30여 마리가 탈출하는 소동이 벌어졌다.
## 도축장으로 실려가던 돼지 <30여 마리:NOH>가 탈출하는 소동이 벌어졌다.
도축장	도축장	NNG	O
으로	으로	JKB	O
_	_	_	O
실려	실리+어	VV+EC	O
가	가	VX	O
던	던	ETM	O
_	_	_	O
돼지	돼지	NNG	O
_	_	_	O
30	30	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
마리	마리	NNB	I-NOH
가	가	JKS	O
_	_	_	O
탈출하	탈출하	VV	O
는	는	ETM	O
_	_	_	O
소동	소동	NNG	O
이	이	JKS	O
_	_	_	O
벌어	벌어지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 18일 오후 제주시 5.16도로와 산록도로가 만나는 관음사 입구에서 돼지 80여 마리를 싣고 가던 5톤 트럭이 우회전하다 넘어지면서다.
## <18일:DAT> 오후 <제주시 5.16도로:LOC>와 <산록도로:LOC>가 만나는 <관음사:LOC> 입구에서 돼지 <80여 마리:NOH>를 싣고 가던 <5톤:NOH> 트럭이 우회전하다 넘어지면서다.
18	18	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
제주시	제주시	NNP	B-LOC
_	_	_	I-LOC
5.16	5.16	SN	I-LOC
도로	도로	NNG	I-LOC
와	와	JC	O
_	_	_	O
산록	산록	NNG	B-LOC
도로	도로	NNG	I-LOC
가	가	JKS	O
_	_	_	O
만나	만나	VV	O
는	는	ETM	O
_	_	_	O
관음사	관음사	NNG	B-LOC
_	_	_	O
입구	입구	NNG	O
에서	에서	JKB	O
_	_	_	O
돼지	돼지	NNG	O
_	_	_	O
80	80	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
마리	마리	NNB	I-NOH
를	를	JKO	O
_	_	_	O
싣	싣	VV	O
고	고	EC	O
_	_	_	O
가	가	VV	O
던	던	ETM	O
_	_	_	O
5	5	SN	B-NOH
톤	톤	NNB	I-NOH
_	_	_	O
트럭	트럭	NNG	O
이	이	JKS	O
_	_	_	O
우회전하	우회전하	VV	O
다	다	EC	O
_	_	_	O
넘어지	넘어지	VV	O
면서	면서	EC	O
다	다	EF	O
.	.	SF	O

## 5
## 사고로 트럭 덮개가 풀리자 30여 마리의 돼지가 도로와 인근 숲으로 달아난 것. 신고를 받고 출동한 경찰과 119 구조대는 도로를 통제하고 플라스틱 방패 등을 이용해 포획 작전을 펼쳤다.
## 사고로 트럭 덮개가 풀리자 <30여 마리:NOH>의 돼지가 도로와 인근 숲으로 달아난 것. 신고를 받고 출동한 경찰과 <119 구조대:ORG>는 도로를 통제하고 플라스틱 방패 등을 이용해 포획 작전을 펼쳤다.
사고	사고	NNG	O
로	로	JKB	O
_	_	_	O
트럭	트럭	NNG	O
_	_	_	O
덮개	덮개	NNG	O
가	가	JKS	O
_	_	_	O
풀리	풀리	VV	O
자	자	EC	O
_	_	_	O
30	30	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
마리	마리	NNB	I-NOH
의	의	JKG	O
_	_	_	O
돼지	돼지	NNG	O
가	가	JKS	O
_	_	_	O
도로	도로	NNG	O
와	와	JC	O
_	_	_	O
인근	인근	NNG	O
_	_	_	O
숲	숲	NNG	O
으로	으로	JKB	O
_	_	_	O
달아난	달아나+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
신고	신고	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
출동한	출동하+ㄴ	VV+ETM	O
_	_	_	O
경찰	경찰	NNG	O
과	과	JC	O
_	_	_	O
119	119	SN	B-ORG
_	_	_	I-ORG
구조대	구조대	NNG	I-ORG
는	는	JX	O
_	_	_	O
도로	도로	NNG	O
를	를	JKO	O
_	_	_	O
통제하	통제하	VV	O
고	고	EC	O
_	_	_	O
플라스틱	플라스틱	NNG	O
_	_	_	O
방패	방패	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
포획	포획	NNG	O
_	_	_	O
작전	작전	NNG	O
을	을	JKO	O
_	_	_	O
펼	펼치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 동의보감을 집필한 어의 허준(許浚)에 대한 이야기를 다룬 드라마입니다.
## <동의보감:POH>을 집필한 어의 <허준:PER>(<許浚:PER>)에 대한 이야기를 다룬 드라마입니다.
동의보감	동의보감	NNP	B-POH
을	을	JKO	O
_	_	_	O
집필한	집필하+ㄴ	VV+ETM	O
_	_	_	O
어	어	XSN	O
의	의	JKG	O
_	_	_	O
허준	허준	NNP	B-PER
(	(	SS	O
許浚	許浚	SH	B-PER
)	)	SS	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
다룬	다루+ㄴ	VV+ETM	O
_	_	_	O
드라마	드라마	NNG	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 7
## 또한 차량으로 올림픽대로, 노들길, 강변북로 진입이 용이해 강남북 도심과의 접근성이 뛰어나다.
## 또한 차량으로 <올림픽대로:LOC>, <노들길:LOC>, <강변북로:LOC> 진입이 용이해 <강남북:LOC> 도심과의 접근성이 뛰어나다.
또한	또한	MAG	O
_	_	_	O
차량	차량	NNG	O
으로	으로	JKB	O
_	_	_	O
올림픽	올림픽	NNG	B-LOC
대로	대로	NNG	I-LOC
,	,	SP	O
_	_	_	O
노들	노들	NNP	B-LOC
길	길	NNG	I-LOC
,	,	SP	O
_	_	_	O
강변북로	강변북로	NNP	B-LOC
_	_	_	O
진입	진입	NNG	O
이	이	JKS	O
_	_	_	O
용이해	용이하+여	VA+EC	O
_	_	_	O
강남	강남	NNP	B-LOC
북	북	NNG	I-LOC
_	_	_	O
도심	도심	NNG	O
과	과	JKB	O
의	의	JKG	O
_	_	_	O
접근성	접근성	NNG	O
이	이	JKS	O
_	_	_	O
뛰어나	뛰어나	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 중국 민간부채가 도화선이 될 수 있다.
## <중국:ORG> 민간부채가 도화선이 될 수 있다.
중국	중국	NNP	B-ORG
_	_	_	O
민간	민간	NNG	O
부채	부채	NNG	O
가	가	JKS	O
_	_	_	O
도화선	도화선	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 특히 발언 당사자가 트럼프 대통령인 만큼 백악관은 진상을 밝힐 일차적 책임이 있다.
## 특히 발언 당사자가 <트럼프:PER> 대통령인 만큼 <백악관:ORG>은 진상을 밝힐 일차적 책임이 있다.
특히	특히	MAG	O
_	_	_	O
발언	발언	NNG	O
_	_	_	O
당사자	당사자	NNG	O
가	가	JKS	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
백악관	백악관	NNP	B-ORG
은	은	JX	O
_	_	_	O
진상	진상	NNG	O
을	을	JKO	O
_	_	_	O
밝힐	밝히+ㄹ	VV+ETM	O
_	_	_	O
일차적	일차적	NNG	O
_	_	_	O
책임	책임	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 항상 편안한 분위기를 만들어주시는 감독님과 제작진이 다들 도와주시는 덕분에 루이에 푹 빠져 살고 있다.
## 항상 편안한 분위기를 만들어주시는 감독님과 제작진이 다들 도와주시는 덕분에 <루이:PER>에 푹 빠져 살고 있다.
항상	항상	MAG	O
_	_	_	O
편안한	편안하+ㄴ	VA+ETM	O
_	_	_	O
분위기	분위기	NNG	O
를	를	JKO	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
주	주	VX	O
시	시	EP	O
는	는	ETM	O
_	_	_	O
감독	감독	NNG	O
님	님	XSN	O
과	과	JC	O
_	_	_	O
제작진	제작진	NNG	O
이	이	JKS	O
_	_	_	O
다	다	NNG	O
들	들	JX	O
_	_	_	O
도와주	도와주	VV	O
시	시	EP	O
는	는	ETM	O
_	_	_	O
덕분	덕분	NNG	O
에	에	JKB	O
_	_	_	O
루이	루이	NNP	B-PER
에	에	JKB	O
_	_	_	O
푹	푹	MAG	O
_	_	_	O
빠져	빠지+어	VV+EC	O
_	_	_	O
살	살	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 당내에선 나 의원과 정 당선자 ‘2강 구도’로 보고 있다.
## 당내에선 <나:PER> 의원과 <정:PER> 당선자 ‘<2강:NOH> 구도’로 보고 있다.
당내	당내	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
나	나	JC	B-PER
_	_	_	O
의원	의원	NNG	O
과	과	JC	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
당선자	당선자	NNG	O
_	_	_	O
‘	‘	SS	O
2	2	SN	B-NOH
강	강	NNG	I-NOH
_	_	_	O
구도	구도	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 대표 제품은 ‘시그니처 리뉴 베이직 스킨케어’ 4종. 스킨을 제외한 3종엔 유효성분 전달 시스템인 셀포좀(CPS) 기술이 적용돼 아름다운 피부로 가꿔 준다.
## 대표 제품은 ‘<시그니처 리뉴 베이직 스킨케어:POH>’ <4종:NOH>. 스킨을 제외한 <3종:NOH>엔 유효성분 전달 시스템인 셀포좀(CPS) 기술이 적용돼 아름다운 피부로 가꿔 준다.
대표	대표	NNG	O
_	_	_	O
제품	제품	NNG	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
시	시	NNG	B-POH
그니	그니	NP	I-POH
처	처	NNG	I-POH
_	_	_	I-POH
리뉴	리뉴	NNP	I-POH
_	_	_	I-POH
베이직	베이직	NNG	I-POH
_	_	_	I-POH
스킨케어	스킨케어	NNG	I-POH
’	’	SS	O
_	_	_	O
4	4	SN	B-NOH
종	종	NNG	I-NOH
.	.	SF	O
_	_	_	O
스킨	스킨	NNG	O
을	을	JKO	O
_	_	_	O
제외한	제외하+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-NOH
종	종	NNG	I-NOH
엔	에+ㄴ	JKB+JX	O
_	_	_	O
유효	유효	NNG	O
성분	성분	NNG	O
_	_	_	O
전달	전달	NNG	O
_	_	_	O
시스템	시스템	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
셀포좀	셀포좀	NNG	O
(	(	SS	O
CPS	CPS	SL	O
)	)	SS	O
_	_	_	O
기술	기술	NNG	O
이	이	JKS	O
_	_	_	O
적용돼	적용되+어	VV+EC	O
_	_	_	O
아름다	아름답	VA	O
운	ㄴ	ETM	O
_	_	_	O
피부	피부	NNG	O
로	로	JKB	O
_	_	_	O
가꿔	가꾸+어	VV+EC	O
_	_	_	O
준다	주+ㄴ다	VX+EF	O
.	.	SF	O

## 13
## 실제로 기시다파 소속 의원들이 자민당 2대 파벌인 누카가파(55석)나 7대 파벌 이시하라파(14석) 의원들과 자주 회합하는 장면이 언론에 포착됐다.
## 실제로 기시다파 소속 의원들이 <자민당:ORG> <2대:NOH> 파벌인 <누카가파:ORG>(<55석:NOH>)나 <7대:NOH> 파벌 <이시하라파:ORG>(<14석:NOH>) 의원들과 자주 회합하는 장면이 언론에 포착됐다.
